57412;KALHAUSEN;France
67240;KALTENHOUSE;France
57330;KANFEN;France
68510;KAPPELEN;France
57430;KAPPELKINGER;France
68230;KATZENTHAL;France
67480;KAUFFENHEIM;France
68240;KAYSERSBERG;France
57920;KEDANGE SUR CANNER;France
67250;KEFFENACH;France
67170;KEFFENDORF;France
68680;KEMBS;France
68680;KEMBS LOECHLE;France
57920;KEMPLICH;France
57460;KERBACH;France
22610;KERBORS;France
22580;KEREGAL;France
29350;KERFANY LES PINS;France
22500;KERFOT;France
56920;KERFOURN;France
29270;KERGLOFF;France
56300;KERGRIST;France
22110;KERGRIST MOELOU;France
22480;KERIEN;France
29100;KERLAZ;France
57480;KERLING LES SIERCK;France
29890;KERLOUAN;France
22450;KERMARIA SULARD;France
22140;KERMOROC H;France
22740;KERMOUSTER;France
56540;KERNASCLEDEN;France
29140;KERNEVEL;France
29260;KERNILIS;France
29260;KERNOUES;France
22480;KERPERT;France
57830;KERPRICH AUX BOIS;France
57260;KERPRICH LES DIEUZE;France
29860;KERSAINT PLABENNEC;France
22410;KERTUGAL;France
67230;KERTZFELD;France
56700;KERVIGNAC;France
67260;KESKASTEL;France
67930;KESSELDORF;France
67270;KIENHEIM;France
68240;KIENTZHEIM;France
67750;KIENTZVILLE;France
68480;KIFFIS;France
59122;KILLEM;France
67840;KILSTETT;France
67350;KINDWILLER;France
68260;KINGERSHEIM;France
67600;KINTZHEIM;France
68290;KIRCHBERG;France
67520;KIRCHHEIM;France
67320;KIRRBERG;France
67330;KIRRWILLER BOSSELSHAUSEN;France
57480;KIRSCH LES SIERCK;France
57480;KIRSCHNAUMEN;France
57430;KIRVILLER;France
57920;KLANG;France
67370;KLEINFRANKENHEIM;France
67440;KLEINGOEFT;France
67530;KLINGENTHAL;France
68220;KNOERINGUE;France
67310;KNOERSHEIM;France
57240;KNUTANGE;France
57100;KOEKING;France
57970;KOENIGSMACKER;France
68480;KOESTLACH;France
68510;KOETZINGUE;France
