64460;AAST;France
55130;ABAINVILLE;France
59268;ABANCOURT;France
60220;ABANCOURT;France
55400;ABAUCOURT HAUTECOURT;France
54610;ABAUCOURT SUR SEILLE;France
25320;ABBANS DESSOUS;France
25440;ABBANS DESSUS;France
44170;ABBARETZ;France
20243;ABBAZIA;France
02300;ABBECOURT;France
60430;ABBECOURT;France
25340;ABBENANS;France
80100;ABBEVILLE;France
91150;ABBEVILLE LA RIVIERE;France
54800;ABBEVILLE LES CONFLANS;France
60480;ABBEVILLE ST LUCIEN;France
25310;ABBEVILLERS;France
34290;ABEILHAN;France
70300;ABELCOURT;France
64160;ABERE;France
39500;ABERGEMENT LA RONCE;France
39600;ABERGEMENT LE GRAND;France
39800;ABERGEMENT LE PETIT;France
39110;ABERGEMENT LES THESY;France
39120;ABERGEMENT ST JEAN;France
29870;ABERWRACH;France
64150;ABIDOS;France
37160;ABILLY;France
64390;ABITAIN;France
24300;ABJAT SUR BANDIAT;France
62153;ABLAIN ST NAZAIRE;France
80320;ABLAINCOURT PRESSOIR;France
62116;ABLAINZEVELLE;France
51240;ABLANCOURT;France
95450;ABLEIGES;France
78660;ABLIS;France
14600;ABLON;France
94480;ABLON SUR SEINE;France
42380;ABOEN;France
54115;ABONCOURT;France
57920;ABONCOURT;France
70500;ABONCOURT GESINCOURT;France
57590;ABONCOURT SUR SEILLE;France
74360;ABONDANCE;France
28570;ABONDANT;France
64360;ABOS;France
57560;ABRESCHVILLER;France
03200;ABREST;France
05460;ABRIES;France
59215;ABSCON;France
16500;ABZAC;France
33230;ABZAC;France
25250;ACCOLANS;France
89460;ACCOLAY;France
07160;ACCONS;France
64490;ACCOUS;France
57340;ACHAIN;France
57412;ACHEN;France
67204;ACHENHEIM;France
18250;ACHERES;France
78260;ACHERES;France
77760;ACHERES LA FORET;France
02800;ACHERY;France
80560;ACHEUX EN AMIENOIS;France
80210;ACHEUX EN VIMEU;France
62320;ACHEVILLE;France
70180;ACHEY;France
62217;ACHICOURT;France
62121;ACHIET LE GRAND;France
62121;ACHIET LE PETIT;France
58110;ACHUN;France
60690;ACHY;France
35690;ACIGNE;France
27800;ACLOU;France
27570;ACON;France
62144;ACQ;France
14220;ACQUEVILLE;France
50440;ACQUEVILLE;France
27400;ACQUIGNY;France
62380;ACQUIN WESTBECOURT;France
02200;ACY;France
60620;ACY EN MULTIEN;France
08300;ACY ROMANCE;France
57580;ADAINCOURT;France
78113;ADAINVILLE;France
25360;ADAM LES PASSAVANT;France
25530;ADAM LES VERCEL;France
67320;ADAMSWILLER;France
65260;ADAST;France
65100;ADE;France
57380;ADELANGE;France
70200;ADELANS ET LE VAL DE BITHAINE;France
65240;ADERVIELLE POUCHERGUES;France
79200;ADILLY;France
62116;ADINFER;France
34230;ADISSAN;France
88270;ADOMPT;France
45230;ADON;France
86430;ADRIERS;France
94390;AEROPORT D ORLY;France
20167;AFA;France
19260;AFFIEUX;France
54800;AFFLEVILLE;France
69170;AFFOUX;France
54740;AFFRACOURT;France
62380;AFFRINGUES;France
31230;AGASSAC;France
83530;AGAY;France
34300;AGDE;France
34210;AGEL;France
47000;AGEN;France
12630;AGEN D AVEYRON;France
21700;AGENCOURT;France
80370;AGENVILLE;France
80150;AGENVILLERS;France
52340;AGEVILLE;France
21410;AGEY;France
20270;AGHIONE;France
54770;AGINCOURT;France
47350;AGME;France
47800;AGNAC;France
43100;AGNAT;France
50180;AGNEAUX;France
60600;AGNETZ;France
62161;AGNEZ LES DUISANS;France
02340;AGNICOURT ET SECHELLES;France
62690;AGNIERES;France
80290;AGNIERES;France
05250;AGNIERES EN DEVOLUY;France
38150;AGNIN;France
64400;AGNOS;France
62217;AGNY;France
50230;AGON COUTAINVILLE;France
24460;AGONAC;France
34190;AGONES;France
03210;AGONGES;France
17350;AGONNAY;France
65400;AGOS VIDALOS;France
16110;AGRIS;France
17500;AGUDELLE;France
12520;AGUESSAC;France
02190;AGUILCOURT;France
81470;AGUTS;France
14400;AGY;France
64220;AHAXE ALCIETTE BASCASSAN;France
64210;AHETZE;France
88500;AHEVILLE;France
53940;AHUILLE;France
23150;AHUN;France
21121;AHUY;France
59149;AIBES;France
25750;AIBRE;France
64120;AICIRITS CAMOU SUHAST;France
79230;AIFFRES;France
30700;AIGALIERS;France
08090;AIGLEMONT;France
39110;AIGLEPIERRE;France
27120;AIGLEVILLE;France
04510;AIGLUN;France
06910;AIGLUN;France
32290;AIGNAN;France
21510;AIGNAY LE DUC;France
34210;AIGNE;France
72650;AIGNE;France
14710;AIGNERVILLE;France
31550;AIGNES;France
16190;AIGNES ET PUYPEROUX;France
80210;AIGNEVILLE;France
51150;AIGNY;France
79370;AIGONNAY;France
16140;AIGRE;France
31280;AIGREFEUILLE;France
17290;AIGREFEUILLE D AUNIS;France
44140;AIGREFEUILLE SUR MAINE;France
30350;AIGREMONT;France
52400;AIGREMONT;France
78240;AIGREMONT;France
89800;AIGREMONT;France
73610;AIGUEBELETTE LE LAC;France
73220;AIGUEBELLE;France
73260;AIGUEBLANCHE;France
81200;AIGUEFONDE;France
63260;AIGUEPERSE;France
69790;AIGUEPERSE;France
09240;AIGUES JUNTES;France
30220;AIGUES MORTES;France
09600;AIGUES VIVES;France
11800;AIGUES VIVES;France
30670;AIGUES VIVES;France
34210;AIGUES VIVES;France
30760;AIGUEZE;France
43000;AIGUILHE;France
05470;AIGUILLES;France
47190;AIGUILLON;France
83630;AIGUINES;France
36140;AIGURANDE;France
05340;AILEFROIDE;France
07200;AILHON;France
45230;AILLANT SUR MILLERON;France
89110;AILLANT SUR THOLON;France
33124;AILLAS;France
42130;AILLEUX;France
70110;AILLEVANS;France
10200;AILLEVILLE;France
70320;AILLEVILLERS ET LYAUMONT;France
52700;AILLIANVILLE;France
72600;AILLIERES BEAUVOIR;France
73340;AILLON LE JEUNE;France
73340;AILLON LE VIEUX;France
70300;AILLONCOURT;France
27600;AILLY;France
80690;AILLY LE HAUT CLOCHER;France
55300;AILLY SUR MEUSE;France
80250;AILLY SUR NOYE;France
80470;AILLY SUR SOMME;France
30470;AIMARGUES;France
73210;AIME;France
04000;AINAC;France
03360;AINAY LE CHATEAU;France
18200;AINAY LE VIEIL;France
64220;AINCILLE;France
95510;AINCOURT;France
55110;AINCREVILLE;France
54460;AINGERAY;France
88140;AINGEVILLE;France
52230;AINGOULAINCOURT;France
64130;AINHARP;France
64220;AINHICE MONGELOS;France
64250;AINHOA;France
70800;AINVELLE;France
88320;AINVELLE;France
80270;AIRAINES;France
14370;AIRAN;France
08190;AIRE;France
40800;AIRE SUR L ADOUR;France
62120;AIRE SUR LA LYS;France
50680;AIREL;France
60600;AIRION;France
62180;AIRON NOTRE DAME;France
62180;AIRON ST VAAST;France
11320;AIROUX;France
79600;AIRVAULT;France
21110;AISEREY;France
70500;AISEY ET RICHECOURT;France
21400;AISEY SUR SEINE;France
85450;AISNE;France
02110;AISONVILLE ET BERNOVILLE;France
25360;AISSEY;France
21390;AISY SOUS THIL;France
89390;AISY SUR ARMANCON;France
20244;AITI;France
73220;AITON;France
19200;AIX;France
59310;AIX;France
26150;AIX EN DIOIS;France
62650;AIX EN ERGNY;France
62170;AIX EN ISSART;France
10160;AIX EN OTHE;France
13090;AIX EN PROVENCE;France
13100;AIX EN PROVENCE;France
63980;AIX LA FAYETTE;France
73100;AIX LES BAINS;France
62160;AIX NOULETTE;France
87700;AIXE SUR VIENNE;France
07530;AIZAC;France
52120;AIZANVILLE;France
36150;AIZE;France
80240;AIZECOURT LE BAS;France
80200;AIZECOURT LE HAUT;France
16700;AIZECQ;France
02820;AIZELLES;France
85190;AIZENAY;France
27500;AIZIER;France
02370;AIZY JOUY;France
11300;AJAC;France
20000;AJACCIO;France
20090;AJACCIO;France
23380;AJAIN;France
24210;AJAT;France
20243;AJIOLA;France
57590;AJONCOURT;France
27410;AJOU;France
07000;AJOUX;France
11240;ALAIGNE;France
02240;ALAINCOURT;France
70210;ALAINCOURT;France
57590;ALAINCOURT LA COTE;France
11290;ALAIRAC;France
25330;ALAISE;France
31420;ALAN;France
20212;ALANDO;France
20167;ALATA;France
07400;ALBA LA ROMAINE;France
81250;ALBAN;France
48310;ALBARET LE COMTAL;France
48200;ALBARET STE MARIE;France
11360;ALBAS;France
46140;ALBAS;France
67220;ALBE;France
82290;ALBEFEUILLE LAGARDE;France
73410;ALBENS;France
15300;ALBEPIERRE BREDONS;France
80300;ALBERT;France
20224;ALBERTACCE;France
73200;ALBERTVILLE;France
57670;ALBESTROFF;France
81000;ALBI;France
31460;ALBIAC;France
46500;ALBIAC;France
82350;ALBIAS;France
11330;ALBIERES;France
09310;ALBIES;France
73300;ALBIEZ LE JEUNE;France
73300;ALBIEZ MONTROND;France
19190;ALBIGNAC;France
69250;ALBIGNY SUR SAONE;France
81240;ALBINE;France
04550;ALBIOSC;France
20128;ALBITRECCIA;France
07190;ALBON;France
26140;ALBON;France
07440;ALBOUSSIERE;France
19380;ALBUSSAC;France
74540;ALBY SUR CHERAN;France
64470;ALCAY ALCABEHETY SUNHARETTE;France
64430;ALDUDES;France
62850;ALEMBON;France
61000;ALENCON;France
66200;ALENYA;France
20270;ALERIA;France
30100;ALES;France
11580;ALET LES BAINS;France
62650;ALETTE;France
09320;ALEU;France
74290;ALEX;France
